id,Age,Academic Pressure,Work Pressure,CGPA,Study Satisfaction,Sleep Duration,Work/Study Hours,Financial Stress,sleep_hours,decision_fatigue_level
2203,29,4,0,9.24,1,Less than 5 hours,8,2,4,2
2204,32,2,0,7.47,5,7-8 hours,5,1,7.5,1
2207,26,4,0,6.25,2,Less than 5 hours,12,4,4,2
2211,22,2,0,6.63,4,More than 8 hours,7,4,8.5,0
2226,24,2,0,5.16,1,5-6 hours,2,4,5.5,1
2233,28,5,0,7.24,4,7-8 hours,5,4,7.5,0
2238,34,3,0,7.88,3,More than 8 hours,5,1,8.5,0
2250,20,3,0,7.04,4,7-8 hours,11,3,7.5,1
2255,32,2,0,6.47,4,7-8 hours,11,3,7.5,1
2256,20,3,0,9.74,3,7-8 hours,2,4,7.5,1
2260,18,3,0,6.63,3,5-6 hours,11,4,5.5,2
2267,25,1,0,8.95,2,More than 8 hours,7,1,8.5,0
2270,29,3,0,9.26,3,Less than 5 hours,2,1,4,0
2288,27,5,0,8.35,2,Less than 5 hours,6,4,4,2
2290,34,3,0,8.17,3,7-8 hours,2,4,7.5,1
2293,32,1,0,9.87,3,Less than 5 hours,2,5,4,0
2294,29,3,0,7.25,1,5-6 hours,9,4,5.5,2
2295,23,4,0,7.77,1,5-6 hours,6,1,5.5,2
2305,27,4,0,5.06,5,7-8 hours,0,4,7.5,0
2310,29,5,0,6.04,2,More than 8 hours,2,5,8.5,0
2312,30,2,0,7.21,3,More than 8 hours,11,1,8.5,0
2314,21,3,0,6.83,5,More than 8 hours,8,3,8.5,0
2322,32,5,0,7.17,2,5-6 hours,2,5,5.5,2
2325,20,5,0,8.24,2,Less than 5 hours,3,5,4,2
2330,25,5,0,8.97,2,Less than 5 hours,1,5,4,2
2343,31,1,0,5.74,1,More than 8 hours,10,2,8.5,0
2348,20,5,0,6.88,5,Less than 5 hours,12,2,4,2
2351,23,3,0,7.77,3,7-8 hours,5,5,7.5,1
2358,31,1,0,9.54,4,More than 8 hours,2,1,8.5,0
2364,34,1,0,9.03,5,7-8 hours,1,3,7.5,0
2372,24,3,0,9.96,2,7-8 hours,10,4,7.5,1
2376,32,3,0,9.72,4,7-8 hours,9,3,7.5,1
2385,30,4,0,6.51,1,More than 8 hours,0,3,8.5,0
2399,18,4,0,7.52,1,Less than 5 hours,7,2,4,2
2405,33,2,0,7.25,4,7-8 hours,12,2,7.5,1
2406,34,4,0,7.51,1,7-8 hours,11,2,7.5,0
2407,20,3,0,6.04,4,5-6 hours,4,2,5.5,1
2408,22,5,0,7.51,3,5-6 hours,9,5,5.5,2
2418,34,1,0,7.6,3,7-8 hours,11,3,7.5,0
2423,30,5,0,6.78,1,5-6 hours,10,3,5.5,2
2425,19,3,0,5.08,4,More than 8 hours,10,3,8.5,0
2431,19,4,0,5.56,1,More than 8 hours,0,4,8.5,0
2432,20,5,0,5.45,2,More than 8 hours,5,5,8.5,0
2439,25,4,0,9.96,2,Less than 5 hours,2,5,4,2
2444,30,5,0,9.39,5,Less than 5 hours,12,1,4,2
2460,26,4,0,7.88,1,Less than 5 hours,0,5,4,2
2461,21,1,0,5.74,2,More than 8 hours,10,2,8.5,0
2471,28,4,0,9.72,1,Less than 5 hours,12,3,4,2
2474,18,3,0,8.08,5,7-8 hours,5,5,7.5,1
2482,24,2,0,5.64,1,Less than 5 hours,10,5,4,2
2486,29,4,0,8.04,5,More than 8 hours,1,2,8.5,0
2490,28,5,0,8.95,5,7-8 hours,8,2,7.5,0
2494,31,3,0,8.46,5,Less than 5 hours,12,3,4,2
2496,25,5,0,6.83,2,Less than 5 hours,7,2,4,2
2500,28,4,0,8.91,5,7-8 hours,0,2,7.5,0
2548,33,1,0,9.71,2,5-6 hours,3,4,5.5,0
2564,30,4,0,6.99,2,More than 8 hours,6,5,8.5,0
2568,28,2,0,6,5,More than 8 hours,12,5,8.5,0
2569,20,4,0,6.99,3,Less than 5 hours,8,5,4,2
2574,18,1,0,9.37,3,7-8 hours,11,2,7.5,0
2576,29,2,0,9.44,5,7-8 hours,4,2,7.5,1
2581,28,4,0,7.53,2,Less than 5 hours,8,1,4,2
2585,24,1,0,9.19,2,7-8 hours,10,3,7.5,0
2589,25,5,0,6.51,2,Less than 5 hours,10,3,4,2
2591,21,1,0,7.09,5,More than 8 hours,4,5,8.5,0
2592,21,1,0,6.51,1,5-6 hours,12,1,5.5,2
2605,28,5,0,7.72,2,5-6 hours,8,4,5.5,2
2608,34,5,0,6.36,5,Less than 5 hours,11,4,4,2
2622,29,4,0,5.32,2,Less than 5 hours,11,3,4,2
2629,19,3,0,8.35,2,5-6 hours,9,4,5.5,2
2633,19,1,0,8.13,1,More than 8 hours,0,5,8.5,0
2652,21,5,0,8.73,5,7-8 hours,4,3,7.5,0
2654,23,4,0,6.16,3,Less than 5 hours,9,5,4,2
2660,25,2,0,8.9,2,5-6 hours,4,4,5.5,1
2663,29,4,0,8.92,2,5-6 hours,9,3,5.5,2
2672,27,4,0,7.51,4,More than 8 hours,6,5,8.5,0
2674,19,5,0,7.48,1,Less than 5 hours,11,5,4,2
2681,26,3,0,7.11,4,Less than 5 hours,4,5,4,0
2685,19,5,0,9.12,1,More than 8 hours,2,3,8.5,0
2687,22,3,0,9.4,1,Less than 5 hours,0,3,4,0
2689,23,1,0,9.91,4,More than 8 hours,7,5,8.5,0
2695,29,4,0,9.24,1,Less than 5 hours,2,5,4,2
2696,21,1,0,7.77,1,5-6 hours,8,2,5.5,2
2704,24,4,0,7.1,3,5-6 hours,8,2,5.5,2
2710,24,2,0,8.38,2,5-6 hours,10,1,5.5,2
2712,32,4,0,5.37,5,More than 8 hours,12,3,8.5,0
2721,22,3,0,8.11,4,Less than 5 hours,6,2,4,0
2724,23,3,0,6.16,3,7-8 hours,1,1,7.5,1
2726,33,4,0,5.16,5,Less than 5 hours,11,4,4,2
2743,27,4,0,6.25,3,5-6 hours,4,5,5.5,2
2749,26,3,0,9.44,3,7-8 hours,7,2,7.5,1
2754,24,2,0,5.32,5,Less than 5 hours,10,3,4,2
2755,33,5,0,9.98,2,7-8 hours,4,4,7.5,0
2759,33,4,0,8.17,2,Less than 5 hours,10,5,4,2
2766,25,3,0,9.6,5,7-8 hours,0,3,7.5,1
2770,27,2,0,5.58,2,More than 8 hours,12,5,8.5,0
2772,25,3,0,8.92,2,7-8 hours,5,5,7.5,1
2774,28,5,0,8.04,2,7-8 hours,11,2,7.5,0
2777,21,1,0,7.77,3,5-6 hours,10,5,5.5,2
2779,29,2,0,7.88,5,5-6 hours,3,2,5.5,1
2780,32,4,0,5.55,4,5-6 hours,11,3,5.5,2
2781,34,3,0,8.74,3,More than 8 hours,12,3,8.5,0
2789,25,5,0,8.61,3,7-8 hours,11,5,7.5,0
2793,21,1,0,8.04,5,More than 8 hours,8,3,8.5,0
2797,19,5,0,5.12,3,More than 8 hours,10,3,8.5,0
2798,22,3,0,8.14,4,5-6 hours,7,1,5.5,2
2799,33,2,0,7.09,3,7-8 hours,12,3,7.5,1
2804,19,4,0,5.41,3,Less than 5 hours,11,5,4,2
2805,21,4,0,5.26,4,Less than 5 hours,6,5,4,2
2811,20,3,0,8.14,3,Less than 5 hours,9,5,4,2
2814,20,1,0,7.92,4,7-8 hours,1,2,7.5,0
2815,18,4,0,6.84,3,7-8 hours,12,1,7.5,0
2816,21,5,0,6.89,4,5-6 hours,9,4,5.5,2
2819,21,5,0,9.84,4,Less than 5 hours,8,5,4,2
2841,21,1,0,8.9,2,More than 8 hours,2,2,8.5,0
2850,29,5,0,9.89,3,7-8 hours,12,3,7.5,0
2854,28,1,0,9.6,2,5-6 hours,0,1,5.5,0
2858,33,4,0,7.04,1,More than 8 hours,4,3,8.5,0
2864,24,5,0,5.42,5,5-6 hours,6,4,5.5,2
2867,29,5,0,8.28,1,Less than 5 hours,4,1,4,2
2869,32,1,0,5.76,5,More than 8 hours,5,5,8.5,0
2871,32,5,0,8.54,3,7-8 hours,11,5,7.5,0
2875,26,4,0,9.04,3,5-6 hours,10,2,5.5,2
2881,23,1,0,6.63,1,7-8 hours,0,1,7.5,0
2886,29,5,0,7.51,1,More than 8 hours,8,2,8.5,0
2903,27,4,0,9.71,5,5-6 hours,11,5,5.5,2
2907,31,2,0,5.48,4,Less than 5 hours,12,3,4,2
2908,32,2,0,8.52,1,More than 8 hours,8,3,8.5,0
2916,31,1,0,8.04,3,7-8 hours,8,1,7.5,0
2918,27,4,0,7.52,4,More than 8 hours,11,1,8.5,0
2941,21,5,0,8.21,2,Less than 5 hours,10,5,4,2
2945,20,4,0,5.82,1,7-8 hours,7,5,7.5,0
2951,25,5,0,5.64,3,Less than 5 hours,11,5,4,2
2962,31,5,0,7.82,1,5-6 hours,5,5,5.5,2
2968,24,2,0,8.39,2,Less than 5 hours,0,2,4,0
2970,18,3,0,5.72,1,More than 8 hours,8,4,8.5,0
2974,33,2,0,6.83,4,7-8 hours,6,5,7.5,1
2977,25,4,0,6.75,3,More than 8 hours,2,3,8.5,0
2978,26,2,0,9.96,3,Less than 5 hours,12,3,4,2
2980,29,3,0,6.78,3,Less than 5 hours,11,2,4,2
2981,21,3,0,5.81,4,Less than 5 hours,11,5,4,2
2982,18,4,0,5.59,2,More than 8 hours,3,3,8.5,0
2999,18,5,0,5.56,1,5-6 hours,10,2,5.5,2
3016,18,5,0,8.11,5,5-6 hours,6,4,5.5,2
3024,31,1,0,9.67,4,7-8 hours,2,2,7.5,0
3033,31,5,0,5.12,2,More than 8 hours,12,5,8.5,0
3034,21,5,0,8.61,4,Less than 5 hours,12,4,4,2
3037,24,1,0,5.27,3,Less than 5 hours,7,5,4,2
3038,31,4,0,8.04,5,Less than 5 hours,6,3,4,2
3042,24,2,0,9.86,4,Less than 5 hours,9,2,4,2
3044,18,5,0,8.04,5,Less than 5 hours,7,5,4,2
3054,20,5,0,8.7,4,Less than 5 hours,6,2,4,2
3067,30,3,0,8.55,2,5-6 hours,10,3,5.5,2
3078,20,4,0,6.1,3,Less than 5 hours,8,1,4,2
3081,20,3,0,5.66,3,5-6 hours,7,3,5.5,2
3086,19,1,0,5.79,3,Less than 5 hours,2,2,4,0
3091,23,5,0,9.71,4,More than 8 hours,10,4,8.5,0
3101,29,5,0,8.83,1,7-8 hours,9,5,7.5,0
3110,19,1,0,8.04,4,More than 8 hours,8,2,8.5,0
3114,28,3,0,5.26,1,Less than 5 hours,12,2,4,2
3115,32,5,0,8.52,5,Less than 5 hours,12,5,4,2
3121,25,4,0,8.91,2,More than 8 hours,9,2,8.5,0
3124,29,2,0,9.96,3,Less than 5 hours,12,5,4,2
3128,23,5,0,5.42,5,Less than 5 hours,11,4,4,2
3135,24,3,0,7.09,3,7-8 hours,1,2,7.5,1
3136,18,5,0,8.77,1,7-8 hours,9,1,7.5,0
3139,31,1,0,8.28,5,5-6 hours,6,3,5.5,0
3140,26,4,0,8.29,4,5-6 hours,9,2,5.5,2
3154,32,5,0,9.72,1,Less than 5 hours,4,3,4,2
3157,20,4,0,8.28,4,Less than 5 hours,9,5,4,2
3159,31,5,0,9.05,5,More than 8 hours,11,3,8.5,0
3161,30,4,0,5.08,5,Less than 5 hours,8,2,4,2
3162,20,1,0,6.92,3,Less than 5 hours,5,5,4,0
3166,33,3,0,7.53,3,Less than 5 hours,12,5,4,2
3170,26,3,0,5.86,4,7-8 hours,3,3,7.5,1
3175,33,2,0,6.78,3,7-8 hours,8,1,7.5,1
3177,27,4,0,9.71,4,Less than 5 hours,9,3,4,2
3184,24,1,0,5.86,3,5-6 hours,10,1,5.5,2
3185,20,5,0,6.16,5,Less than 5 hours,9,2,4,2
3186,31,2,0,7.37,4,7-8 hours,11,2,7.5,1
3193,22,2,0,7.85,3,Less than 5 hours,11,5,4,2
3194,29,3,0,5.16,4,More than 8 hours,11,1,8.5,0
3195,32,4,0,8.95,3,More than 8 hours,4,1,8.5,0
3196,28,1,0,8.91,1,More than 8 hours,8,4,8.5,0
3198,32,5,0,9.5,1,Less than 5 hours,11,3,4,2
3209,34,5,0,5.58,5,More than 8 hours,1,2,8.5,0
3222,32,5,0,9.7,2,More than 8 hours,12,3,8.5,0
3226,23,1,0,6.26,1,5-6 hours,9,1,5.5,2
3227,28,4,0,5.66,4,More than 8 hours,10,5,8.5,0
3228,33,1,0,8.55,4,7-8 hours,12,2,7.5,0
3234,27,1,0,7.26,1,5-6 hours,8,2,5.5,2
3235,25,5,0,7.47,2,More than 8 hours,8,5,8.5,0
3245,28,3,0,9.13,1,More than 8 hours,2,3,8.5,0
3253,21,2,0,9.21,2,Less than 5 hours,1,1,4,0
3258,23,5,0,9.89,3,More than 8 hours,2,4,8.5,0
3260,25,2,0,9.66,3,Less than 5 hours,6,3,4,0
3261,29,4,0,7.21,1,7-8 hours,6,4,7.5,0
3266,33,3,0,6.37,1,7-8 hours,7,1,7.5,1
3268,30,4,0,8.04,2,5-6 hours,11,5,5.5,2
3271,24,4,0,5.46,1,More than 8 hours,6,5,8.5,0
3273,19,2,0,7.27,1,More than 8 hours,5,5,8.5,0
3281,20,5,0,7.5,1,5-6 hours,10,5,5.5,2
3282,19,4,0,8.21,2,7-8 hours,4,3,7.5,0
3289,24,1,0,6.82,2,Less than 5 hours,10,1,4,2
3301,31,5,0,9.17,1,7-8 hours,8,4,7.5,0
3304,24,4,0,6.27,1,5-6 hours,12,5,5.5,2
3305,29,3,0,9.96,1,Less than 5 hours,11,2,4,2
3312,33,2,0,7.15,4,Less than 5 hours,7,2,4,2
3319,33,1,0,9.39,1,7-8 hours,12,2,7.5,0
3331,23,4,0,8.61,1,More than 8 hours,2,3,8.5,0
3337,32,3,0,9.39,3,7-8 hours,8,4,7.5,1
3339,23,2,0,8.54,4,7-8 hours,12,3,7.5,1
3341,25,5,0,5.82,1,7-8 hours,11,5,7.5,0
3343,31,3,0,5.77,2,7-8 hours,4,5,7.5,1
3344,28,5,0,5.88,4,7-8 hours,9,4,7.5,0
3345,21,5,0,5.91,2,Less than 5 hours,6,4,4,2
3350,28,5,0,5.6,3,More than 8 hours,6,3,8.5,0
3352,23,3,0,7.03,4,7-8 hours,7,4,7.5,1
3357,23,5,0,9.71,1,5-6 hours,3,5,5.5,2
3359,21,4,0,7.39,4,5-6 hours,8,5,5.5,2
3377,28,2,0,5.1,1,Less than 5 hours,9,3,4,2
3379,25,1,0,7.09,2,7-8 hours,6,2,7.5,0
3385,29,2,0,9.87,2,5-6 hours,0,2,5.5,1
3390,30,3,0,7.71,4,7-8 hours,7,3,7.5,1
3393,28,4,0,6.81,4,Less than 5 hours,9,4,4,2
3401,19,3,0,9.06,5,5-6 hours,12,5,5.5,2
3405,24,5,0,5.71,5,More than 8 hours,0,3,8.5,0
3416,20,1,0,6,2,7-8 hours,10,5,7.5,0
3420,34,4,0,7.15,3,7-8 hours,5,3,7.5,0
3429,25,5,0,5.59,5,Less than 5 hours,8,5,4,2
3430,24,1,0,9.34,4,7-8 hours,8,2,7.5,0
3436,23,1,0,8.54,4,5-6 hours,4,5,5.5,0
3437,32,5,0,9.03,2,Less than 5 hours,9,1,4,2
3438,18,4,0,7.77,1,More than 8 hours,10,2,8.5,0
3442,21,4,0,5.41,5,7-8 hours,7,5,7.5,0
3456,32,1,0,8.04,5,Less than 5 hours,11,4,4,2
3457,30,3,0,8.74,2,More than 8 hours,6,5,8.5,0
3461,25,2,0,9.91,4,Less than 5 hours,5,3,4,0
3464,28,5,0,8.46,3,5-6 hours,6,5,5.5,2
3466,32,4,0,8.79,2,Less than 5 hours,12,1,4,2
3469,21,4,0,5.84,3,7-8 hours,7,5,7.5,0
3477,20,3,0,5.8,4,5-6 hours,7,4,5.5,2
3483,23,1,0,8.04,5,7-8 hours,4,3,7.5,0
3490,32,4,0,8.96,3,5-6 hours,12,5,5.5,2
3491,25,3,0,9.11,1,5-6 hours,4,4,5.5,1
3493,29,2,0,8.28,4,7-8 hours,6,2,7.5,1
3498,20,5,0,6.21,1,7-8 hours,11,4,7.5,0
3500,30,2,0,9.42,3,5-6 hours,6,5,5.5,1
3506,28,3,0,7.09,4,7-8 hours,1,4,7.5,1
3515,18,1,0,6.75,2,Less than 5 hours,12,3,4,2
3524,28,4,0,6.27,5,Less than 5 hours,6,4,4,2
3527,19,5,0,6.23,3,Less than 5 hours,12,3,4,2
3539,23,1,0,6.29,3,5-6 hours,8,4,5.5,2
3546,31,5,0,6.53,2,Less than 5 hours,6,2,4,2
3572,20,1,0,9.74,3,7-8 hours,3,1,7.5,0
3573,21,5,0,5.86,1,7-8 hours,10,5,7.5,0
3580,27,5,0,8.95,5,5-6 hours,9,5,5.5,2
3586,23,1,0,9.96,4,More than 8 hours,8,5,8.5,0
3588,27,5,0,5.25,2,More than 8 hours,1,2,8.5,0
3590,32,5,0,5.32,3,5-6 hours,8,4,5.5,2
3594,33,4,0,7.88,2,7-8 hours,11,5,7.5,0
3596,24,5,0,7.88,1,5-6 hours,8,4,5.5,2
3599,27,2,0,7.43,2,More than 8 hours,7,5,8.5,0
3601,22,1,0,7.85,1,5-6 hours,6,4,5.5,0
3607,23,5,0,6.86,1,7-8 hours,0,5,7.5,0
3611,27,5,0,7.77,4,More than 8 hours,11,5,8.5,0
3612,28,2,0,9.69,3,Less than 5 hours,7,2,4,2
3617,23,4,0,9.93,2,7-8 hours,10,4,7.5,0
3639,34,4,0,8.19,5,7-8 hours,0,1,7.5,0
3641,28,5,0,5.99,2,Less than 5 hours,8,3,4,2
3643,27,1,0,5.11,3,5-6 hours,10,2,5.5,2
3644,33,3,0,5.16,4,7-8 hours,11,2,7.5,1
3651,30,2,0,9.54,1,Less than 5 hours,1,5,4,0
3652,20,3,0,5.85,3,7-8 hours,6,3,7.5,1
3656,23,5,0,9.63,2,Less than 5 hours,12,5,4,2
3660,31,1,0,9.63,3,Less than 5 hours,12,4,4,2
3670,25,4,0,5.32,2,Less than 5 hours,12,2,4,2
3674,33,4,0,9.21,4,Less than 5 hours,2,3,4,2
3682,23,2,0,7.09,3,5-6 hours,8,4,5.5,2
3684,21,4,0,8.62,1,Less than 5 hours,9,2,4,2
3688,34,3,0,5.56,2,7-8 hours,11,1,7.5,1
3691,30,5,0,6.88,2,More than 8 hours,12,3,8.5,0
3700,27,5,0,7.53,3,Less than 5 hours,7,3,4,2
3705,18,3,0,5.12,1,Less than 5 hours,10,4,4,2
3707,24,4,0,8.9,2,More than 8 hours,5,4,8.5,0
3710,24,4,0,8.79,4,5-6 hours,6,2,5.5,2
3727,28,5,0,9.84,2,5-6 hours,7,5,5.5,2
3728,32,5,0,6.17,1,Less than 5 hours,5,3,4,2
3730,29,3,0,6.38,3,More than 8 hours,0,5,8.5,0
3737,18,3,0,5.12,3,Less than 5 hours,7,1,4,2
3739,29,2,0,8.04,4,More than 8 hours,0,2,8.5,0
3741,21,2,0,8.44,4,5-6 hours,1,3,5.5,1
3754,21,5,0,8.62,1,7-8 hours,12,5,7.5,0
3755,22,2,0,9.24,5,Less than 5 hours,7,1,4,2
3763,24,5,0,5.76,1,7-8 hours,11,3,7.5,0
3769,22,5,0,5.86,4,5-6 hours,3,4,5.5,2
3781,19,4,0,9.66,3,7-8 hours,4,3,7.5,0
3788,25,1,0,6.78,4,More than 8 hours,12,4,8.5,0
3792,28,5,0,7.22,2,More than 8 hours,11,3,8.5,0
3794,25,1,0,7.22,5,7-8 hours,0,2,7.5,0
3801,18,5,0,8.52,4,5-6 hours,10,5,5.5,2
3812,18,5,0,8.17,3,More than 8 hours,2,4,8.5,0
3814,24,2,0,6.25,5,5-6 hours,6,2,5.5,1
3817,29,2,0,9.9,2,5-6 hours,8,1,5.5,2
3818,20,5,0,5.32,3,Less than 5 hours,11,5,4,2
3828,27,4,0,9.5,3,More than 8 hours,11,1,8.5,0
3831,31,1,0,8.04,4,5-6 hours,2,3,5.5,0
3844,34,4,0,8.91,3,Less than 5 hours,10,1,4,2
3845,23,4,0,5.27,1,7-8 hours,11,4,7.5,0
3852,23,5,0,6.03,3,5-6 hours,1,1,5.5,2
3857,20,4,0,9.11,4,Less than 5 hours,7,5,4,2
3862,24,3,0,9.19,3,More than 8 hours,10,4,8.5,0
3865,19,1,0,6.99,2,5-6 hours,0,1,5.5,0
3870,31,5,0,9.82,5,More than 8 hours,6,5,8.5,0
3874,23,1,0,6.78,2,5-6 hours,10,3,5.5,2
3880,26,3,0,9.05,5,More than 8 hours,2,1,8.5,0
3885,31,5,0,9.91,3,5-6 hours,11,3,5.5,2
3887,23,5,0,8.9,1,5-6 hours,8,3,5.5,2
3888,29,5,0,9.96,1,7-8 hours,9,4,7.5,0
3895,21,5,0,7.25,2,5-6 hours,11,4,5.5,2
3920,32,1,0,5.76,3,Less than 5 hours,8,5,4,2
3921,26,1,0,5.08,4,5-6 hours,7,2,5.5,2
3924,25,1,0,7.09,3,Less than 5 hours,9,2,4,2
3928,22,1,0,7.22,1,Less than 5 hours,10,5,4,2
3931,29,3,0,6.89,2,7-8 hours,1,2,7.5,1
3934,30,2,0,9.91,3,5-6 hours,7,3,5.5,2
3939,33,2,0,6.39,2,More than 8 hours,8,5,8.5,0
3940,26,1,0,7.7,1,5-6 hours,7,4,5.5,2
3951,22,1,0,7.53,2,7-8 hours,11,5,7.5,0
3961,29,3,0,9.11,4,Less than 5 hours,11,2,4,2
3962,24,4,0,6.38,2,Less than 5 hours,12,3,4,2
3963,23,1,0,7.03,1,More than 8 hours,0,3,8.5,0
3971,23,2,0,8.24,4,7-8 hours,8,3,7.5,1
3983,18,4,0,6.16,4,More than 8 hours,2,2,8.5,0
3987,18,2,0,8.24,5,More than 8 hours,3,3,8.5,0
3990,33,3,0,9.34,1,5-6 hours,7,2,5.5,2
3999,21,1,0,5.46,4,Less than 5 hours,0,2,4,0
4001,33,1,0,9.37,2,7-8 hours,1,1,7.5,0
4004,27,5,0,8.5,2,7-8 hours,7,2,7.5,0
4006,23,3,0,5.66,4,7-8 hours,0,3,7.5,1
4013,24,5,0,8.78,1,Less than 5 hours,0,2,4,2
4015,20,3,0,8.04,3,Less than 5 hours,10,4,4,2
4016,21,1,0,8.09,1,7-8 hours,8,2,7.5,0
4022,23,2,0,7.09,3,7-8 hours,12,3,7.5,1
4027,24,5,0,6.03,3,7-8 hours,7,1,7.5,0
4029,23,3,0,9.96,3,More than 8 hours,2,3,8.5,0
4039,24,3,0,5.82,3,More than 8 hours,7,5,8.5,0
4047,24,3,0,6.27,3,5-6 hours,4,4,5.5,1
4056,25,3,0,7.21,1,5-6 hours,5,3,5.5,1
4058,27,5,0,7.27,5,More than 8 hours,10,5,8.5,0
4060,20,4,0,9.39,2,7-8 hours,10,4,7.5,0
4070,23,3,0,5.55,4,5-6 hours,5,5,5.5,1
4077,19,4,0,7.17,3,5-6 hours,11,2,5.5,2
4078,34,1,0,5.83,2,More than 8 hours,4,1,8.5,0
4079,28,4,0,8.92,1,7-8 hours,11,5,7.5,0
4080,21,1,0,5.47,4,Less than 5 hours,11,2,4,2
4081,20,3,0,9.41,3,More than 8 hours,8,4,8.5,0
4082,24,3,0,6.08,2,5-6 hours,10,5,5.5,2
4083,25,2,0,6.81,1,More than 8 hours,3,2,8.5,0
4090,22,5,0,6.99,2,Less than 5 hours,2,1,4,2
4092,18,5,0,6.75,3,More than 8 hours,11,4,8.5,0
4104,33,4,0,8.24,4,5-6 hours,7,1,5.5,2
4111,34,2,0,6,4,Less than 5 hours,12,5,4,2
4113,23,3,0,5.75,3,7-8 hours,5,3,7.5,1
4114,30,5,0,6.16,1,5-6 hours,3,5,5.5,2
4117,23,1,0,8.35,4,Less than 5 hours,11,3,4,2
4121,20,3,0,8.96,4,5-6 hours,10,5,5.5,2
4126,20,5,0,7.77,4,More than 8 hours,0,5,8.5,0
4127,34,3,0,7.53,2,Less than 5 hours,0,5,4,0
4130,28,3,0,7.88,4,More than 8 hours,7,5,8.5,0
4133,34,3,0,7.52,1,7-8 hours,0,2,7.5,1
4137,19,5,0,8.78,3,5-6 hours,7,3,5.5,2
4141,26,5,0,5.46,4,Less than 5 hours,12,5,4,2
4146,25,5,0,6.56,2,5-6 hours,12,4,5.5,2
4171,27,3,0,6.63,3,Less than 5 hours,6,2,4,0
4174,34,4,0,8.38,5,5-6 hours,7,1,5.5,2
4183,19,2,0,8.52,5,5-6 hours,8,4,5.5,2
4187,23,2,0,5.57,5,5-6 hours,9,5,5.5,2
4188,31,1,0,9.21,3,Less than 5 hours,0,1,4,0
4189,31,1,0,9.79,3,5-6 hours,10,5,5.5,2
4191,31,4,0,9.39,5,Less than 5 hours,5,1,4,2
4202,19,4,0,7.25,5,More than 8 hours,12,4,8.5,0
4210,25,3,0,9.89,4,5-6 hours,3,4,5.5,1
4213,26,1,0,6.88,4,Less than 5 hours,10,2,4,2
4226,22,5,0,9.54,1,More than 8 hours,9,5,8.5,0
4227,25,5,0,7.72,3,More than 8 hours,11,5,8.5,0
4241,20,1,0,5.65,4,7-8 hours,10,3,7.5,0
4243,29,4,0,8.96,3,More than 8 hours,9,2,8.5,0
4248,19,5,0,8.58,3,More than 8 hours,4,4,8.5,0
4249,27,5,0,8.73,1,5-6 hours,12,2,5.5,2
4252,34,3,0,8.71,3,Less than 5 hours,5,1,4,0
4263,28,5,0,9.79,2,More than 8 hours,5,1,8.5,0
4267,20,5,0,5.65,3,5-6 hours,11,4,5.5,2
4271,24,3,0,8.95,3,7-8 hours,6,4,7.5,1
4277,24,4,0,8.78,2,Less than 5 hours,7,5,4,2
4281,26,4,0,8.78,2,5-6 hours,5,2,5.5,2
4284,18,3,0,9.94,4,5-6 hours,9,4,5.5,2
4304,22,4,0,6.69,4,5-6 hours,8,5,5.5,2
4308,33,3,0,6.47,3,5-6 hours,2,3,5.5,1
4309,18,3,0,6.83,4,7-8 hours,10,4,7.5,1
4313,26,5,0,9.96,1,Less than 5 hours,12,1,4,2
4316,29,5,0,7.8,2,Less than 5 hours,7,1,4,2
4324,28,2,0,8.74,3,More than 8 hours,10,1,8.5,0
4325,22,4,0,8.52,1,5-6 hours,0,4,5.5,2
4333,27,1,0,5.67,4,7-8 hours,12,2,7.5,0
4335,29,5,0,9.24,1,5-6 hours,11,5,5.5,2
4337,28,1,0,7.94,4,Less than 5 hours,10,3,4,2
4343,29,2,0,8.81,2,5-6 hours,10,5,5.5,2
4345,24,2,0,8.83,1,More than 8 hours,7,3,8.5,0
4346,34,1,0,9.24,2,Less than 5 hours,3,2,4,0
4349,20,2,0,8.17,3,7-8 hours,10,1,7.5,1
4356,28,3,0,7.71,1,Less than 5 hours,10,3,4,2
4358,28,1,0,7.85,4,5-6 hours,1,4,5.5,0
4362,19,4,0,5.52,5,Less than 5 hours,12,1,4,2
4366,31,3,0,9.21,3,Less than 5 hours,12,1,4,2
4379,32,2,0,8.5,2,7-8 hours,6,4,7.5,1
4380,20,2,0,5.72,3,7-8 hours,10,1,7.5,1
4381,23,5,0,7.09,3,7-8 hours,1,5,7.5,0
4390,29,4,0,9.79,5,Less than 5 hours,3,2,4,2
4399,19,1,0,6.83,2,7-8 hours,5,1,7.5,0
4410,21,1,0,6.74,2,5-6 hours,9,5,5.5,2
4411,26,3,0,8.9,5,7-8 hours,4,1,7.5,1
4413,28,2,0,8.5,1,5-6 hours,6,3,5.5,1
4414,23,3,0,6.37,5,More than 8 hours,4,5,8.5,0
4417,18,5,0,6.37,3,Less than 5 hours,6,5,4,2
4424,19,4,0,7.3,3,5-6 hours,4,3,5.5,2
4435,29,3,0,5.76,4,7-8 hours,12,4,7.5,1
4437,19,3,0,9.6,3,More than 8 hours,2,2,8.5,0
4439,22,1,0,7.28,4,7-8 hours,0,1,7.5,0
4440,23,5,0,7.02,5,Less than 5 hours,10,1,4,2
4441,28,3,0,9.39,5,7-8 hours,3,1,7.5,1
4447,21,3,0,8.04,1,More than 8 hours,12,3,8.5,0
